id_venda,data,id_cliente,id_vendedor,produto,valor
677,2024-05-18,128,16,Cadeira,786
678,2024-02-12,31,7,Cadeira,856
679,2024-05-24,176,12,Mesa,890
680,2024-04-05,126,14,Mouse,298
681,2024-05-11,47,4,Teclado,206
682,2024-03-21,181,4,Teclado,246
683,2024-02-10,107,18,Mesa,874
684,2024-05-12,19,3,Monitor,1559
685,2024-06-08,81,1,Mouse,106
686,2024-02-04,123,17,Mesa,889
687,2024-01-22,134,7,Mouse,154
688,2024-05-29,107,16,Mouse,115
689,2024-04-21,49,5,Mouse,257
690,2024-01-11,73,19,Mesa,1089
691,2024-01-03,50,7,Teclado,251
692,2024-05-16,81,14,Teclado,381
693,2024-02-29,95,2,Mouse,167
694,2024-03-16,12,3,Monitor,1468
695,2024-03-27,23,17,Notebook,3540
696,2024-01-14,54,16,Mesa,986
697,2024-01-18,118,8,Notebook,3518
698,2024-04-22,197,18,Monitor,1454
699,2024-03-13,59,15,Mesa,1066
700,2024-01-23,164,7,Mouse,223
701,2024-03-23,3,9,Teclado,296
702,2024-05-04,58,6,Notebook,3607
703,2024-06-23,183,18,Cadeira,977
704,2024-03-09,57,18,Cadeira,797
705,2024-02-16,145,14,Monitor,1561
706,2024-04-25,167,14,Mouse,213
707,2024-01-30,90,14,Notebook,3648
708,2024-01-25,196,4,Mouse,87
709,2024-06-04,55,4,Notebook,3633
710,2024-04-21,45,15,Monitor,1598
711,2024-01-25,1,15,Monitor,1480
712,2024-03-14,21,18,Cadeira,878
713,2024-02-27,21,14,Mouse,200
714,2024-04-03,52,1,Mesa,1072
715,2024-04-28,82,10,Cadeira,774
716,2024-05-06,171,20,Mouse,314
717,2024-06-17,180,10,Cadeira,757
718,2024-01-25,67,10,Mesa,1042
719,2024-03-18,113,2,Teclado,211
720,2024-04-08,44,8,Teclado,284
721,2024-04-25,160,1,Teclado,156
722,2024-02-17,10,1,Teclado,285
723,2024-01-10,64,4,Notebook,3468
724,2024-04-08,69,7,Teclado,294
725,2024-01-11,68,9,Mesa,988
726,2024-03-25,28,16,Monitor,1560
727,2024-05-28,181,5,Monitor,1682
728,2024-06-21,116,2,Notebook,3626
729,2024-05-14,51,11,Teclado,160
730,2024-05-05,181,18,Teclado,379
731,2024-03-04,4,19,Teclado,190
732,2024-01-02,79,13,Cadeira,939
733,2024-03-16,17,11,Mouse,183
734,2024-04-30,108,20,Cadeira,929
735,2024-02-11,195,19,Mouse,263
736,2024-02-23,74,17,Teclado,345
737,2024-03-15,175,5,Teclado,391
738,2024-01-16,184,13,Cadeira,841
739,2024-01-18,23,20,Cadeira,974
740,2024-03-30,18,1,Mouse,144
741,2024-05-23,129,10,Monitor,1516
742,2024-01-06,35,8,Mouse,237
743,2024-04-17,64,8,Cadeira,754
744,2024-06-23,186,19,Mesa,965
745,2024-02-17,59,6,Cadeira,962
746,2024-02-11,1,12,Mesa,999
747,2024-03-16,131,7,Notebook,3567
748,2024-03-17,67,16,Cadeira,914
749,2024-05-11,37,9,Notebook,3460
750,2024-05-09,29,10,Monitor,1493
751,2024-02-28,89,10,Mouse,283
752,2024-06-03,161,10,Mesa,1082
753,2024-01-27,100,20,Mouse,250
754,2024-03-19,189,16,Notebook,3526
755,2024-03-12,122,1,Mesa,967
756,2024-01-07,90,17,Mouse,185
757,2024-04-20,132,14,Cadeira,938
758,2024-04-28,14,19,Teclado,216
759,2024-06-22,161,17,Notebook,3462
760,2024-03-03,150,14,Mouse,161
761,2024-05-03,176,8,Notebook,3695
762,2024-01-12,131,9,Notebook,3460
763,2024-05-20,85,8,Mesa,988
764,2024-02-12,151,13,Mesa,934
765,2024-01-17,196,17,Teclado,393
766,2024-03-03,21,19,Cadeira,834
767,2024-04-29,171,7,Notebook,3584
768,2024-02-05,26,17,Mouse,86
769,2024-01-08,41,1,Monitor,1497
770,2024-03-09,122,5,Notebook,3591
771,2024-03-30,38,6,Notebook,3640
772,2024-02-05,88,2,Teclado,341
773,2024-01-28,11,16,Cadeira,846
774,2024-04-27,29,5,Monitor,1524
775,2024-04-02,60,5,Mesa,1054
776,2024-06-23,195,12,Mesa,1042
777,2024-03-16,193,3,Mouse,231
778,2024-04-10,61,16,Monitor,1586
779,2024-06-06,147,6,Mesa,926
780,2024-05-30,174,15,Mouse,197
781,2024-05-23,177,15,Cadeira,786
782,2024-01-14,22,16,Mouse,99
783,2024-03-11,78,20,Mesa,1018
784,2024-06-28,113,13,Teclado,322
785,2024-05-03,185,12,Teclado,378
786,2024-05-04,123,10,Teclado,196
787,2024-02-06,142,14,Mesa,984
788,2024-01-29,44,2,Teclado,291
789,2024-05-22,144,3,Monitor,1497
790,2024-06-23,97,9,Cadeira,883
791,2024-06-22,77,11,Mouse,103
792,2024-06-28,140,11,Mouse,277
793,2024-01-19,55,10,Mesa,1092
794,2024-04-15,51,14,Teclado,250
795,2024-01-21,102,9,Teclado,377
796,2024-03-04,167,20,Notebook,3495
797,2024-06-13,161,10,Cadeira,936
798,2024-01-27,161,9,Monitor,1519
799,2024-02-24,29,5,Mouse,205
800,2024-01-29,69,8,Notebook,3473
801,2024-05-27,198,11,Notebook,3516
802,2024-01-25,159,1,Mesa,853
803,2024-03-10,80,10,Mouse,293
804,2024-03-03,31,1,Mesa,850
805,2024-06-12,112,7,Monitor,1483
806,2024-05-09,46,14,Notebook,3558
807,2024-05-29,97,5,Notebook,3458
808,2024-01-16,52,17,Cadeira,812
809,2024-05-25,138,6,Monitor,1653
810,2024-04-09,74,16,Notebook,3459
811,2024-01-30,41,11,Monitor,1587
812,2024-02-14,77,10,Mouse,247
813,2024-01-19,131,15,Teclado,193
814,2024-02-03,187,7,Notebook,3567
815,2024-05-20,114,2,Cadeira,925
816,2024-06-19,52,12,Mouse,284
817,2024-03-02,162,19,Monitor,1455
818,2024-04-27,177,12,Mesa,1065
819,2024-04-09,156,16,Mouse,190
820,2024-01-22,87,6,Notebook,3601
821,2024-06-28,109,3,Monitor,1662
822,2024-06-28,141,2,Teclado,397
823,2024-04-20,69,20,Mouse,303
824,2024-06-12,120,5,Notebook,3544
825,2024-03-13,67,11,Cadeira,860
826,2024-05-26,61,3,Mesa,1035
827,2024-02-07,188,3,Monitor,1554
828,2024-03-10,71,5,Mouse,133
829,2024-04-25,152,11,Mouse,291
830,2024-03-19,191,3,Teclado,333
831,2024-05-27,189,13,Teclado,375
832,2024-01-09,151,8,Cadeira,959
833,2024-02-01,30,20,Mesa,989
834,2024-05-11,188,10,Cadeira,912
835,2024-02-19,146,2,Notebook,3520
836,2024-03-22,96,4,Notebook,3682
837,2024-01-05,56,18,Cadeira,853
838,2024-05-27,53,19,Mesa,938
839,2024-03-27,7,4,Cadeira,755
840,2024-05-05,97,20,Mesa,1042
841,2024-03-15,197,9,Mesa,959
842,2024-06-13,113,16,Monitor,1657
843,2024-01-22,125,6,Mesa,1037
844,2024-03-08,200,4,Teclado,261
845,2024-02-13,180,9,Mesa,1045
846,2024-02-03,132,13,Mesa,1006
847,2024-03-17,162,9,Mesa,1015
848,2024-02-11,197,6,Notebook,3688
849,2024-05-16,161,19,Teclado,369
850,2024-04-15,121,14,Teclado,299
851,2024-04-04,197,15,Cadeira,876
852,2024-05-14,38,3,Monitor,1585
853,2024-03-08,122,5,Mesa,912
854,2024-05-26,26,18,Mouse,293
855,2024-06-07,129,14,Monitor,1674
856,2024-05-07,4,16,Monitor,1590
857,2024-06-11,39,14,Teclado,304
858,2024-03-25,54,9,Monitor,1595
859,2024-06-07,161,15,Mesa,867
860,2024-03-23,33,7,Mesa,926
861,2024-04-04,200,14,Notebook,3663
862,2024-02-01,20,6,Mesa,1039
863,2024-03-06,16,15,Mesa,991
864,2024-04-25,149,20,Teclado,288
865,2024-05-17,173,8,Mesa,952
866,2024-05-09,127,2,Notebook,3691
867,2024-02-29,87,8,Mouse,186
868,2024-01-17,82,1,Teclado,363
869,2024-04-05,62,17,Mouse,297
870,2024-05-23,31,19,Teclado,166
871,2024-01-16,42,5,Cadeira,928
872,2024-02-15,12,20,Monitor,1673
873,2024-06-15,65,16,Cadeira,763
874,2024-06-07,73,7,Mesa,1083
875,2024-04-16,131,7,Mouse,126
876,2024-03-28,115,18,Mesa,942
877,2024-05-08,137,18,Monitor,1583
878,2024-05-18,106,2,Teclado,263
879,2024-04-28,179,15,Monitor,1634
880,2024-03-25,16,14,Notebook,3581
881,2024-01-04,78,18,Monitor,1588
882,2024-03-11,125,9,Notebook,3558
883,2024-06-02,131,14,Monitor,1681
884,2024-04-20,152,5,Notebook,3651
885,2024-02-19,141,11,Mouse,188
886,2024-05-19,130,8,Mesa,941
887,2024-04-04,199,5,Mesa,860
888,2024-04-01,112,11,Cadeira,848
889,2024-03-05,127,5,Mesa,1056
890,2024-02-16,21,17,Teclado,157
891,2024-04-15,147,4,Monitor,1661
892,2024-05-09,89,15,Cadeira,863
893,2024-04-15,47,19,Teclado,336
894,2024-01-24,150,2,Teclado,298
895,2024-01-04,161,17,Notebook,3514
896,2024-04-17,160,12,Mesa,942
897,2024-01-19,192,17,Mouse,221
898,2024-06-02,85,10,Mouse,227
899,2024-02-09,167,18,Cadeira,853
900,2024-02-19,128,19,Mouse,168
901,2024-06-19,72,18,Monitor,1674
902,2024-03-15,42,13,Mouse,153
903,2024-01-12,9,14,Cadeira,934
904,2024-01-27,25,16,Mouse,277
905,2024-04-22,2,18,Monitor,1522
906,2024-02-18,19,18,Notebook,3672
907,2024-05-23,20,16,Cadeira,894
908,2024-05-09,70,17,Notebook,3508
909,2024-02-29,17,7,Notebook,3480
910,2024-01-30,124,12,Notebook,3513
911,2024-03-24,89,2,Teclado,197
912,2024-06-14,196,10,Mesa,872
913,2024-01-28,94,5,Teclado,347
914,2024-01-25,84,3,Mesa,1007
915,2024-04-05,131,19,Notebook,3504
916,2024-05-04,87,13,Cadeira,756
917,2024-01-10,51,12,Mesa,1097
918,2024-02-11,82,3,Monitor,1561
919,2024-02-09,154,6,Monitor,1681
920,2024-03-17,184,14,Mouse,175
921,2024-04-14,192,4,Mesa,1087
922,2024-04-27,8,13,Cadeira,952
923,2024-02-11,165,19,Teclado,247
924,2024-02-16,121,18,Notebook,3461
925,2024-06-13,155,3,Mouse,129
926,2024-01-22,173,20,Monitor,1693
927,2024-04-16,4,6,Teclado,201
928,2024-01-27,86,16,Teclado,386
929,2024-02-10,128,20,Notebook,3688
930,2024-03-20,110,3,Mesa,1004
931,2024-06-10,99,12,Monitor,1699
932,2024-06-08,37,19,Cadeira,889
933,2024-03-29,71,19,Teclado,290
934,2024-03-06,33,4,Notebook,3521
935,2024-01-12,31,1,Cadeira,957
936,2024-06-16,183,2,Mesa,1039
937,2024-03-13,125,13,Monitor,1574
938,2024-03-16,12,13,Mesa,1006
939,2024-03-30,11,2,Teclado,312
940,2024-01-10,88,19,Cadeira,809
941,2024-04-05,72,16,Cadeira,906
942,2024-06-24,32,12,Cadeira,780
943,2024-01-20,57,1,Teclado,226
944,2024-02-08,166,9,Teclado,225
945,2024-02-29,188,17,Mesa,1092
946,2024-03-06,86,10,Mouse,130
947,2024-03-05,19,18,Mesa,851
948,2024-06-27,116,19,Monitor,1610
949,2024-05-03,184,7,Notebook,3649
950,2024-06-12,14,19,Cadeira,939
951,2024-05-31,33,15,Mouse,302
952,2024-06-03,10,9,Notebook,3570
953,2024-05-09,80,10,Mouse,128
954,2024-06-07,192,20,Mesa,889
955,2024-02-26,64,20,Teclado,394
956,2024-03-18,190,4,Cadeira,926
957,2024-01-29,68,6,Mesa,1082
958,2024-01-15,92,4,Notebook,3481
959,2024-01-12,125,5,Notebook,3487
960,2024-04-10,171,9,Notebook,3541
961,2024-06-04,80,12,Notebook,3656
962,2024-03-24,59,8,Notebook,3664
963,2024-05-04,180,5,Mouse,157
964,2024-04-12,97,11,Mesa,990
965,2024-01-24,19,11,Cadeira,834
966,2024-05-28,149,13,Teclado,331
967,2024-05-17,22,14,Teclado,225
968,2024-04-19,9,8,Mesa,977
969,2024-03-18,9,18,Mesa,862
970,2024-04-10,27,19,Teclado,188
971,2024-05-25,17,12,Teclado,172
972,2024-05-21,172,12,Mouse,311
973,2024-06-10,45,18,Monitor,1559
974,2024-05-07,8,10,Cadeira,856
975,2024-02-27,146,7,Notebook,3541
976,2024-03-16,125,18,Monitor,1591
977,2024-05-29,123,12,Mesa,994
978,2024-02-05,33,14,Teclado,173
979,2024-06-21,1,15,Monitor,1694
980,2024-06-12,6,16,Cadeira,935
981,2024-01-22,41,2,Mesa,1040
982,2024-05-06,183,18,Notebook,3483
983,2024-03-20,5,12,Notebook,3628
984,2024-04-09,187,16,Cadeira,861
985,2024-04-05,80,13,Cadeira,963
986,2024-06-09,18,20,Teclado,287
987,2024-06-21,177,17,Notebook,3567
988,2024-06-12,82,18,Mesa,1049
989,2024-05-27,65,3,Monitor,1598
990,2024-01-18,83,10,Mesa,1014
991,2024-02-07,182,1,Mouse,76
992,2024-05-30,189,6,Mouse,159
993,2024-04-18,136,3,Cadeira,762
994,2024-05-02,131,19,Teclado,229
995,2024-05-23,25,4,Mouse,99
996,2024-05-28,69,20,Notebook,3608
997,2024-04-13,183,3,Mesa,982
998,2024-05-19,168,8,Mesa,1009
999,2024-05-23,82,8,Cadeira,765
1000,2024-03-21,178,7,Monitor,1688
1001,2024-03-27,117,2,Cadeira,950
1002,2024-05-21,95,6,Monitor,1599
1003,2024-03-01,33,16,Cadeira,941
1004,2024-02-15,111,10,Cadeira,996
1005,2024-02-01,146,4,Cadeira,921
1006,2024-01-15,125,13,Monitor,1489
1007,2024-02-13,185,10,Monitor,1686
1008,2024-05-24,16,14,Cadeira,786
1009,2024-06-17,80,9,Mouse,147
1010,2024-02-23,38,11,Teclado,165
1011,2024-02-13,169,18,Teclado,192
1012,2024-04-07,135,11,Teclado,361
1013,2024-01-05,78,17,Monitor,1512
1014,2024-04-18,181,2,Monitor,1685
1015,2024-01-27,63,3,Mouse,84
1016,2024-04-25,112,11,Teclado,397
1017,2024-03-27,89,18,Teclado,321
1018,2024-04-13,160,3,Cadeira,967
1019,2024-05-02,38,15,Monitor,1586
1020,2024-03-19,150,11,Teclado,214
1021,2024-02-12,144,11,Mesa,1076
1022,2024-04-06,52,20,Mouse,113
1023,2024-01-31,29,11,Mesa,869
1024,2024-04-08,144,19,Mesa,1086
1025,2024-01-17,76,1,Mouse,188
1026,2024-03-23,145,5,Mesa,1047
1027,2024-04-19,64,10,Teclado,383
1028,2024-02-01,91,10,Monitor,1651
1029,2024-06-16,89,14,Mouse,181
1030,2024-05-20,13,2,Cadeira,872
1031,2024-02-04,72,4,Mesa,1010
1032,2024-05-12,184,2,Mouse,149
1033,2024-01-29,5,18,Notebook,3549
1034,2024-03-10,12,13,Notebook,3455
1035,2024-06-01,169,19,Monitor,1532
1036,2024-04-04,3,5,Teclado,180
1037,2024-01-22,33,20,Monitor,1515
1038,2024-06-21,121,2,Monitor,1467
1039,2024-03-09,50,11,Monitor,1683
1040,2024-03-29,184,18,Monitor,1477
1041,2024-03-12,137,6,Cadeira,817
1042,2024-05-08,178,10,Cadeira,942
1043,2024-06-20,29,17,Mouse,308
1044,2024-03-27,39,11,Notebook,3683
1045,2024-04-05,91,19,Monitor,1563
1046,2024-03-15,100,17,Mouse,277
1047,2024-06-15,173,4,Notebook,3622
1048,2024-02-23,17,14,Mesa,907
1049,2024-03-28,56,20,Teclado,324
1050,2024-06-05,46,4,Cadeira,943
1051,2024-02-23,67,14,Mesa,1029
1052,2024-01-16,197,4,Notebook,3613
1053,2024-04-08,142,6,Mesa,978
1054,2024-01-20,67,9,Teclado,188
1055,2024-02-15,23,12,Notebook,3664
1056,2024-05-06,94,8,Mesa,1067
1057,2024-02-27,189,4,Cadeira,952
1058,2024-04-20,151,5,Cadeira,999
1059,2024-05-08,155,6,Mouse,175
1060,2024-03-21,54,5,Mesa,850
1061,2024-06-05,138,19,Monitor,1524
1062,2024-03-24,77,8,Mesa,937
1063,2024-03-10,16,9,Notebook,3651
1064,2024-01-08,41,15,Notebook,3591
1065,2024-01-29,98,4,Mesa,1055
1066,2024-04-21,183,9,Teclado,348
1067,2024-06-27,128,7,Cadeira,900
1068,2024-06-09,61,8,Notebook,3620
1069,2024-05-10,86,15,Cadeira,899
1070,2024-06-11,118,19,Notebook,3509
1071,2024-04-17,100,15,Mouse,297
1072,2024-04-18,49,5,Monitor,1604
1073,2024-01-20,180,19,Notebook,3633
1074,2024-03-13,2,7,Cadeira,879
1075,2024-06-15,120,6,Mouse,236
1076,2024-01-04,178,19,Notebook,3628
1077,2024-01-19,123,17,Teclado,259
1078,2024-04-11,86,10,Monitor,1468
1079,2024-06-21,171,19,Notebook,3511
1080,2024-06-19,77,11,Mouse,140
1081,2024-05-20,136,15,Teclado,353
1082,2024-05-20,59,10,Mesa,1044
1083,2024-03-26,193,11,Mouse,260
1084,2024-02-21,12,3,Mouse,180
1085,2024-04-20,4,3,Teclado,282
1086,2024-04-18,117,18,Mouse,141
1087,2024-03-26,95,11,Teclado,227
1088,2024-02-12,125,20,Notebook,3638
1089,2024-02-11,41,18,Teclado,249
1090,2024-03-30,123,15,Teclado,220
1091,2024-04-24,7,7,Monitor,1456
1092,2024-01-26,69,10,Teclado,199
1093,2024-05-30,69,20,Teclado,195
1094,2024-02-12,81,10,Mesa,1073
1095,2024-03-17,30,13,Notebook,3521
1096,2024-06-04,73,15,Monitor,1699
1097,2024-05-16,6,18,Mesa,925
1098,2024-01-20,89,4,Cadeira,823
1099,2024-02-08,147,20,Notebook,3591
1100,2024-06-27,66,17,Notebook,3522
1101,2024-01-12,10,3,Cadeira,851
1102,2024-01-11,144,2,Teclado,243
1103,2024-06-02,37,4,Mesa,918
1104,2024-02-11,77,1,Mouse,134
1105,2024-06-03,77,15,Monitor,1642
1106,2024-01-11,32,1,Mouse,254
1107,2024-02-07,47,6,Cadeira,811
1108,2024-04-07,110,7,Notebook,3469
1109,2024-06-19,200,19,Notebook,3690
1110,2024-01-19,171,12,Monitor,1652
1111,2024-05-13,120,1,Notebook,3603
1112,2024-06-22,164,7,Notebook,3493
1113,2024-04-25,154,19,Monitor,1644
1114,2024-04-22,10,13,Mesa,1047
1115,2024-06-18,159,12,Mesa,911
1116,2024-03-05,97,12,Monitor,1556
1117,2024-04-08,157,13,Cadeira,874
1118,2024-03-12,5,14,Notebook,3494
1119,2024-02-21,77,12,Notebook,3460
1120,2024-04-27,1,20,Cadeira,949
1121,2024-06-23,131,12,Mesa,1070
1122,2024-04-29,67,6,Teclado,351
1123,2024-01-07,199,10,Teclado,311
1124,2024-01-11,163,20,Teclado,237
1125,2024-04-12,15,9,Mesa,895
1126,2024-03-01,195,2,Mesa,961
1127,2024-03-08,93,7,Cadeira,830
1128,2024-06-01,30,9,Notebook,3481
1129,2024-05-19,103,12,Cadeira,952
1130,2024-06-02,82,5,Cadeira,847
1131,2024-04-11,75,1,Mesa,1065
1132,2024-04-19,171,15,Teclado,396
1133,2024-05-19,60,8,Mouse,74
1134,2024-06-19,40,1,Notebook,3640
1135,2024-02-20,193,18,Mesa,878
1136,2024-04-26,157,13,Teclado,197
1137,2024-06-13,74,1,Mouse,309
1138,2024-02-15,121,5,Mouse,319
1139,2024-02-22,147,18,Mesa,1075
1140,2024-03-28,3,16,Monitor,1465
1141,2024-04-30,36,10,Notebook,3602
1142,2024-01-13,43,4,Mouse,298
1143,2024-03-29,143,1,Mesa,921
1144,2024-05-04,169,8,Mesa,878
1145,2024-04-27,115,5,Teclado,329
1146,2024-02-23,109,2,Monitor,1495
1147,2024-04-25,90,17,Notebook,3602
1148,2024-04-27,164,7,Cadeira,983
1149,2024-01-04,84,17,Teclado,172
1150,2024-03-15,77,6,Mouse,231
1151,2024-02-18,161,15,Mouse,264
1152,2024-01-07,5,5,Teclado,243
1153,2024-04-19,78,15,Mesa,963
1154,2024-05-01,91,18,Mouse,314
1155,2024-01-11,87,18,Monitor,1483
1156,2024-04-01,14,6,Notebook,3609
1157,2024-06-21,104,2,Monitor,1566
1158,2024-01-23,196,17,Mouse,98
1159,2024-01-28,83,4,Cadeira,758
1160,2024-04-20,175,12,Notebook,3643
1161,2024-02-26,54,19,Notebook,3634
1162,2024-01-26,132,2,Teclado,188
1163,2024-06-01,95,2,Teclado,284
1164,2024-02-23,9,14,Cadeira,859
1165,2024-01-29,53,15,Mesa,918
1166,2024-04-06,77,20,Notebook,3585
1167,2024-06-12,60,2,Cadeira,845
1168,2024-01-14,46,4,Teclado,268
1169,2024-03-18,54,19,Teclado,267
1170,2024-02-04,74,9,Notebook,3467
1171,2024-01-30,112,7,Monitor,1551
1172,2024-04-01,95,13,Mouse,179
1173,2024-01-17,165,12,Teclado,231
1174,2024-06-06,23,3,Mesa,1026
1175,2024-04-02,27,13,Mesa,954
1176,2024-06-21,70,15,Teclado,386
1177,2024-03-19,194,14,Monitor,1465
1178,2024-04-19,109,9,Monitor,1470
1179,2024-06-27,189,13,Cadeira,887
1180,2024-04-11,77,4,Mesa,955
1181,2024-04-15,179,8,Cadeira,881
1182,2024-02-16,50,3,Mesa,893
1183,2024-03-04,124,2,Mouse,192
1184,2024-06-14,19,19,Mouse,205
1185,2024-03-04,1,8,Notebook,3560
1186,2024-03-27,40,17,Cadeira,866
1187,2024-01-07,160,13,Teclado,275
1188,2024-01-22,22,7,Cadeira,932
1189,2024-03-21,112,9,Teclado,168
1190,2024-06-17,194,12,Monitor,1688
1191,2024-03-14,40,14,Cadeira,813
1192,2024-05-17,38,14,Monitor,1489
1193,2024-05-14,48,15,Mouse,301
1194,2024-05-04,183,3,Mouse,120
1195,2024-02-19,75,15,Notebook,3586
1196,2024-02-21,183,19,Cadeira,907
1197,2024-06-09,179,20,Monitor,1505
1198,2024-01-01,107,14,Teclado,230
1199,2024-06-10,188,8,Mouse,301
1200,2024-01-04,8,5,Mouse,241
1201,2024-05-24,86,19,Teclado,336
1202,2024-05-11,68,4,Monitor,1592
1203,2024-06-19,75,14,Monitor,1645
1204,2024-01-04,200,16,Cadeira,819
1205,2024-01-01,137,20,Cadeira,877
1206,2024-03-11,90,6,Mesa,975
1207,2024-06-26,130,6,Mesa,910
1208,2024-02-04,80,3,Notebook,3529
1209,2024-01-08,95,15,Mouse,287
1210,2024-05-31,70,3,Cadeira,870
1211,2024-02-05,90,11,Monitor,1550
1212,2024-06-26,59,3,Teclado,300
1213,2024-05-02,147,10,Monitor,1526
1214,2024-02-12,28,18,Mouse,244
1215,2024-01-27,72,1,Mesa,994
1216,2024-02-01,14,16,Monitor,1634
1217,2024-03-18,24,16,Notebook,3575
1218,2024-04-30,112,10,Mouse,251
1219,2024-05-25,44,1,Mesa,1068
1220,2024-06-04,56,4,Teclado,329
1221,2024-06-05,120,3,Mesa,871
1222,2024-01-16,179,5,Notebook,3678
1223,2024-04-08,32,12,Mouse,152
1224,2024-02-16,178,12,Teclado,316
1225,2024-01-31,169,13,Notebook,3676
1226,2024-01-04,194,12,Mesa,990
1227,2024-06-13,25,16,Notebook,3527
1228,2024-01-17,116,13,Mouse,309
1229,2024-02-08,189,5,Cadeira,844
1230,2024-02-17,66,4,Notebook,3558
1231,2024-06-22,42,15,Notebook,3643
1232,2024-06-24,193,12,Mesa,959
1233,2024-02-08,164,19,Mesa,901
1234,2024-05-11,76,19,Teclado,252
1235,2024-01-30,137,11,Mesa,950
1236,2024-06-06,164,6,Monitor,1591
1237,2024-01-22,38,9,Mouse,270
1238,2024-03-06,161,1,Mouse,271
1239,2024-04-17,170,12,Cadeira,812
1240,2024-01-12,61,14,Cadeira,948
1241,2024-02-05,174,6,Mouse,97
1242,2024-01-18,89,1,Cadeira,987
1243,2024-03-30,189,2,Teclado,366
1244,2024-01-01,18,11,Mesa,895
1245,2024-05-06,70,3,Mouse,318
1246,2024-03-30,82,10,Cadeira,777
1247,2024-03-27,116,6,Mouse,71
1248,2024-03-30,80,6,Monitor,1576
1249,2024-05-13,15,20,Notebook,3466
1250,2024-03-10,176,2,Mesa,908
1251,2024-02-13,200,10,Mouse,249
1252,2024-05-31,13,6,Notebook,3581
1253,2024-03-26,119,17,Cadeira,826
1254,2024-01-19,43,14,Notebook,3659
1255,2024-04-10,188,5,Mesa,980
1256,2024-05-25,57,17,Mouse,184
1257,2024-04-04,199,2,Monitor,1614
1258,2024-04-10,17,9,Cadeira,846
1259,2024-01-30,178,12,Mouse,174
1260,2024-06-18,32,19,Mesa,873
1261,2024-02-02,150,7,Cadeira,949
1262,2024-01-12,55,9,Teclado,184
1263,2024-04-27,185,16,Notebook,3451
1264,2024-04-03,13,20,Mesa,882
1265,2024-06-03,47,11,Teclado,225
1266,2024-06-15,87,12,Mouse,155
1267,2024-05-16,62,15,Monitor,1654
1268,2024-05-28,182,18,Cadeira,887
1269,2024-03-16,29,19,Notebook,3530
1270,2024-01-29,22,16,Cadeira,811
1271,2024-06-09,65,15,Mouse,112
1272,2024-04-26,29,5,Cadeira,946
1273,2024-01-15,48,11,Notebook,3570
1274,2024-01-02,5,15,Mouse,128
1275,2024-06-28,163,18,Cadeira,758
1276,2024-04-26,101,13,Monitor,1526
1277,2024-06-20,71,4,Mesa,1037
1278,2024-01-18,174,17,Mouse,132
1279,2024-01-03,163,4,Mesa,901
1280,2024-05-14,173,16,Mouse,92
1281,2024-06-19,141,15,Monitor,1479
1282,2024-06-14,138,14,Mesa,1020
1283,2024-06-13,66,12,Teclado,396
1284,2024-06-09,198,3,Notebook,3645
1285,2024-04-17,72,10,Teclado,170
1286,2024-04-04,25,8,Cadeira,792
1287,2024-05-01,172,6,Monitor,1650
1288,2024-01-11,60,14,Teclado,284
1289,2024-03-08,175,17,Mouse,85
1290,2024-05-02,40,19,Cadeira,772
1291,2024-04-22,7,16,Cadeira,935
1292,2024-04-07,174,15,Teclado,236
1293,2024-04-02,151,15,Teclado,180
1294,2024-01-22,46,1,Monitor,1570
1295,2024-06-20,86,12,Notebook,3518
1296,2024-05-06,141,10,Teclado,283
1297,2024-05-13,21,14,Teclado,264
1298,2024-06-18,1,10,Mesa,1042
1299,2024-01-25,123,10,Mouse,128
1300,2024-03-25,147,20,Mesa,1089
1301,2024-02-24,125,11,Mesa,1005
1302,2024-05-23,188,16,Cadeira,895
1303,2024-04-04,33,9,Notebook,3665
1304,2024-05-21,4,15,Mouse,146
1305,2024-06-15,3,14,Monitor,1674
1306,2024-06-04,91,19,Monitor,1587
1307,2024-06-27,52,9,Teclado,156
1308,2024-04-28,28,4,Teclado,186
1309,2024-06-25,70,7,Monitor,1673
1310,2024-01-09,198,8,Teclado,322
1311,2024-06-21,183,8,Notebook,3535
1312,2024-05-29,57,19,Mesa,865
1313,2024-06-08,108,15,Teclado,365
1314,2024-02-11,144,16,Cadeira,865
1315,2024-02-22,24,9,Teclado,267
1316,2024-03-14,197,12,Mouse,83
1317,2024-02-08,169,16,Notebook,3588
1318,2024-05-01,77,4,Mouse,280
1319,2024-01-15,175,5,Mouse,156
1320,2024-06-05,76,8,Cadeira,911
1321,2024-05-02,69,1,Notebook,3637
1322,2024-04-20,101,6,Notebook,3553
1323,2024-05-10,159,15,Notebook,3590
1324,2024-03-23,92,4,Notebook,3616
1325,2024-01-10,92,11,Notebook,3493
1326,2024-04-01,30,5,Cadeira,777
1327,2024-01-29,18,18,Teclado,317
1328,2024-02-04,44,15,Mouse,85
1329,2024-01-06,155,18,Notebook,3499
1330,2024-05-19,99,20,Teclado,264
1331,2024-04-20,154,13,Teclado,305
1332,2024-02-07,121,5,Mouse,137
1333,2024-03-17,115,1,Cadeira,841
1334,2024-04-02,60,18,Monitor,1570
1335,2024-05-26,146,14,Monitor,1637
1336,2024-03-07,56,5,Teclado,289
1337,2024-05-15,31,6,Mesa,865
1338,2024-01-08,101,16,Mesa,902
1339,2024-05-01,59,12,Mouse,251
